id,domain,area,proposition
nutrition_health__43,nutrition_health,Weight and Metabolism,An ad libitum diet of ultra-processed foods causes an average increased energy intake of >300 kcal/day compared to an unprocessed diet matched for energy density and macronutrients.
nutrition_health__45,nutrition_health,Weight and Metabolism,More than 75% of individuals who lose >15% of their body weight via GLP-1 agonists regain at least half of the lost weight within two years of completely ceasing the medication.
nutrition_health__47,nutrition_health,Weight and Metabolism,Sleeping 6 hours or less per night for at least one week causes an average increase in daily energy intake of >150 kcal compared with sleeping 8 hours or more in adults.
nutrition_health__49,nutrition_health,Weight and Metabolism,"In adults with obesity, a structured exercise program of at least 150 minutes per week, without prescribed calorie restriction, causes more than 3 kg greater average weight loss over 12 months than no structured exercise program."
nutrition_health__5,nutrition_health,Macronutrients,Protein intake above 2 g/kg/day for at least 10 years reduces estimated glomerular filtration rate by at least 10% in healthy adults.
nutrition_health__51,nutrition_health,Fasting,16:8 intermittent fasting improves insulin sensitivity by more than 10% beyond the effects of continuous caloric restriction matched for weight loss.
nutrition_health__53,nutrition_health,Fasting,Time-restricted eating results in at least a 5 percentage point higher proportion of total weight lost as lean mass compared to continuous caloric restriction.
nutrition_health__55,nutrition_health,Fasting,Alternate-day fasting results in at least 20% greater weight maintenance at 1 year compared to daily continuous caloric restriction.
nutrition_health__57,nutrition_health,Fasting,Three monthly cycles of a 5-day fasting-mimicking diet reduce baseline circulating IGF-1 levels by more than 20% in healthy adults.
nutrition_health__59,nutrition_health,Fasting,"In adults with type 2 diabetes, a 5:2 intermittent fasting regimen leads to HbA1c below 6.5% without glucose-lowering medication at 12 months in at least 10 percentage points more participants than continuous caloric restriction."
nutrition_health__61,nutrition_health,Alcohol,"After adjusting for sick-quitter bias, consuming 1-2 alcoholic drinks daily increases all-cause mortality compared to lifetime abstention."
nutrition_health__63,nutrition_health,Alcohol,"For women, each additional 10 g/day of alcohol increases breast cancer risk by more than 5% on average, including at low levels of consumption."
nutrition_health__65,nutrition_health,Alcohol,Treatment with GLP-1 receptor agonist drugs such as semaglutide reduces heavy drinking days by more than 20% over 6 months in adults with alcohol use disorder compared to placebo.
nutrition_health__67,nutrition_health,Alcohol,Consuming more than 14 alcoholic drinks per week accelerates brain volume loss by an amount equivalent to at least two additional years of aging over a decade.
nutrition_health__69,nutrition_health,Alcohol,Prominent warning labels on alcoholic beverages that explicitly mention cancer risk reduce per-capita alcohol sales by more than 2% within 3 years.
nutrition_health__7,nutrition_health,Macronutrients,Ketogenic diets with fewer than 20 g/day of carbohydrate produce at least 10% greater fat loss than higher-carbohydrate diets with the same calorie and protein intake over 12 weeks.
nutrition_health__71,nutrition_health,Food Quality,Pesticide residues on conventionally grown produce at typical US dietary exposure levels cause more than a 1% relative increase in lifetime cancer risk.
nutrition_health__73,nutrition_health,Food Quality,Cooking starchy foods at high temperatures produces acrylamide at levels that increase lifetime cancer risk by more than 5% at typical Western dietary exposures.
nutrition_health__75,nutrition_health,Food Quality,"At equal calories and macronutrients, diets high in ultra-processed foods worsen insulin sensitivity in adults."
nutrition_health__77,nutrition_health,Food Quality,Approved synthetic food colorings increase hyperactivity symptoms in at least 5% of children at typical dietary intakes.
nutrition_health__79,nutrition_health,Food Quality,"Among children, regular raw cow's milk consumption lowers physician-diagnosed asthma incidence compared with pasteurized milk from the same source."
nutrition_health__81,nutrition_health,Hydration,"For most healthy sedentary adults in temperate conditions, drinking to thirst is sufficient to keep blood sodium and plasma osmolality in the normal range."
nutrition_health__83,nutrition_health,Hydration,Consuming caffeine at daily doses below 400mg causes a net fluid loss that requires additional water intake to compensate.
nutrition_health__85,nutrition_health,Hydration,"During continuous endurance exercise lasting more than 90 minutes, a drink containing carbohydrate and sodium improves average performance by at least 2% compared with plain water."
nutrition_health__87,nutrition_health,Hydration,"In moderate-to-heavy work or exercise in hot conditions, drinking to thirst alone leaves more than 25% of adults more than 2% below their starting body weight."
nutrition_health__89,nutrition_health,Hydration,"Compared with younger adults, adults over 65 show a weaker thirst response after similar levels of dehydration."
nutrition_health__9,nutrition_health,Macronutrients,Daily supplementation with more than 1 g of omega-3 fatty acids (EPA+DHA) reduces cardiovascular mortality by more than 10% in adults with elevated cardiovascular risk.
nutrition_health__91,nutrition_health,Diet Patterns,Adherence to a Mediterranean diet reduces the incidence of major cardiovascular events by more than 25% compared to a standard Western diet.
nutrition_health__93,nutrition_health,Diet Patterns,Ketogenic diets induce remission of type 2 diabetes at more than double the rate of guideline-based low-fat diets over 12 months in randomized trials.
nutrition_health__95,nutrition_health,Diet Patterns,A whole-food plant-based diet reduces LDL cholesterol by more than 15% compared to an omnivorous diet matched for total calories and fiber over 12 weeks.
nutrition_health__97,nutrition_health,Diet Patterns,Caloric restriction of 25% extends median lifespan by more than 10% in humans.
nutrition_health__99,nutrition_health,Diet Patterns,Diets tailored to individual genetics or gut microbiome data produce at least 20% greater weight loss than standard dietary advice over 6 months.
paranormal_claims__1,paranormal_claims,Extrasensory Perception,At least one form of extrasensory perception exists in humans.
paranormal_claims__11,paranormal_claims,Psychokinesis,A human has moved a visible physical object with mass greater than 1 gram using only mental intention under controlled scientific conditions that ruled out ordinary physical causes.
paranormal_claims__13,paranormal_claims,Psychokinesis,"Under blinded, automated conditions, human attention can measurably alter the interference pattern in a double-slit optical experiment."
paranormal_claims__15,paranormal_claims,Psychokinesis,"After correcting for publication bias and questionable research practices, the laboratory psychokinesis literature would still show a positive overall effect with a 95% confidence interval excluding zero."
paranormal_claims__17,paranormal_claims,Psychokinesis,"Human mental intention can reliably alter the skin conductance or heart rate of a distant, sensory-isolated human subject."
paranormal_claims__19,paranormal_claims,Psychokinesis,Human mental intention can bias the statistical distribution of random events that were physically generated before the intention was formed but remained unobserved until afterward.
paranormal_claims__21,paranormal_claims,UFOs and Extraterrestrials,Intelligent extraterrestrial beings have visited Earth within the past 100 years.
paranormal_claims__23,paranormal_claims,UFOs and Extraterrestrials,"By 2035, a major scientific organization will publicly state that evidence of past or present extraterrestrial life has been discovered."
paranormal_claims__25,paranormal_claims,UFOs and Extraterrestrials,There is currently at least one other intelligent extraterrestrial civilization within the Milky Way galaxy.
paranormal_claims__27,paranormal_claims,UFOs and Extraterrestrials,The 1947 Roswell incident involved the recovery of materials or craft of extraterrestrial origin.
paranormal_claims__29,paranormal_claims,UFOs and Extraterrestrials,"By 2040, a detected signal or artifact will be widely accepted as evidence of extraterrestrial intelligence."
paranormal_claims__3,paranormal_claims,Extrasensory Perception,Information can be transmitted directly from one human mind to another without physical signals (telepathy).
paranormal_claims__31,paranormal_claims,Ghosts and Afterlife,Human consciousness continues to exist in some form after biological death.
paranormal_claims__33,paranormal_claims,Ghosts and Afterlife,"Reincarnation occurs, with some individuals retaining memories from previous lives."
paranormal_claims__35,paranormal_claims,Ghosts and Afterlife,"Under controlled conditions, some people reporting out-of-body experiences can accurately identify hidden targets outside their normal sensory range."
paranormal_claims__37,paranormal_claims,Ghosts and Afterlife,At least some afterlife states are shaped by a person's actions or character during life.
paranormal_claims__39,paranormal_claims,Ghosts and Afterlife,Some deathbed visions are genuine encounters with deceased persons.
paranormal_claims__41,paranormal_claims,Cryptozoology,A breeding population of large undiscovered primates (Bigfoot/Sasquatch) exists in North America.
paranormal_claims__43,paranormal_claims,Cryptozoology,A living sauropod dinosaur (Mokele-mbembe) inhabits the Congo River basin.
paranormal_claims__45,paranormal_claims,Cryptozoology,"A breeding population of large, undiscovered hominids (Yeti) exists in the Himalayas."
paranormal_claims__47,paranormal_claims,Cryptozoology,"The Mongolian Death Worm is a real, undiscovered animal species inhabiting the Gobi Desert."
paranormal_claims__49,paranormal_claims,Cryptozoology,"The Skunk Ape, a large undiscovered primate distinct from Bigfoot, exists in the swamps of the southeastern United States."
paranormal_claims__5,paranormal_claims,Extrasensory Perception,"In blinded remote-viewing experiments, participants identify hidden target information at rates above chance."
paranormal_claims__51,paranormal_claims,Alternative Medicine,Homeopathic preparations diluted beyond Avogadro's limit produce therapeutic effects beyond placebo.
paranormal_claims__53,paranormal_claims,Alternative Medicine,Reflexology pressure applied to specific zones on the feet produces therapeutic effects on the corresponding mapped internal organs beyond those of general foot massage.
paranormal_claims__55,paranormal_claims,Alternative Medicine,Applied kinesiology muscle testing can accurately diagnose nutritional deficiencies or allergies.
paranormal_claims__57,paranormal_claims,Alternative Medicine,Ear candling creates negative pressure that draws toxins or impurities from the ear canal or sinuses.
paranormal_claims__59,paranormal_claims,Alternative Medicine,Traditional Chinese Medicine tongue diagnosis can accurately identify specific internal organ pathologies at rates above chance in blinded assessments.
paranormal_claims__61,paranormal_claims,Astrology and Divination,"In preregistered blinded studies, professional astrologers can match natal charts to the correct participants' standardized personality profiles at rates above chance."
paranormal_claims__63,paranormal_claims,Astrology and Divination,Tarot card readings predict future life events at rates significantly exceeding chance.
paranormal_claims__65,paranormal_claims,Astrology and Divination,Individuals can correctly identify their true sun sign horoscope from a set of 12 unlabeled horoscopes at a rate significantly higher than chance.
paranormal_claims__67,paranormal_claims,Astrology and Divination,"In randomized experiments, receiving a favorable versus unfavorable horoscope or tarot reading measurably changes recipients' short-term choices."
paranormal_claims__69,paranormal_claims,Astrology and Divination,Numerological analysis of a person's birth date and name can predict major life events at rates above chance.
paranormal_claims__7,paranormal_claims,Extrasensory Perception,"By 2030, at least two independent preregistered multi-site studies will each report p < 0.01 evidence for the same ESP paradigm."
paranormal_claims__71,paranormal_claims,Energy Healing and Biofields,Reiki practitioners can transmit a healing energy that produces measurable physiological effects beyond placebo in blinded trials.
paranormal_claims__73,paranormal_claims,Energy Healing and Biofields,"Acupuncture produces its therapeutic effects by manipulating a flow of vital energy (qi) through meridians, rather than through conventional neurophysiological mechanisms."
paranormal_claims__75,paranormal_claims,Energy Healing and Biofields,Crystal placement on or near the body produces physiological effects beyond placebo in blinded conditions.
paranormal_claims__77,paranormal_claims,Energy Healing and Biofields,"Specific sound frequencies (e.g., 432 Hz, 528 Hz) produce therapeutic effects on human cells or tissues beyond those of matched control frequencies."
paranormal_claims__79,paranormal_claims,Energy Healing and Biofields,Qigong masters can emit measurable external qi energy that produces biological effects on isolated cells or organisms in controlled experiments.
paranormal_claims__81,paranormal_claims,Fringe Science,Morphic resonance — a collective memory in nature — causally influences the behavior of organisms or crystallization patterns independently of known physical mechanisms.
paranormal_claims__83,paranormal_claims,Fringe Science,Low-energy nuclear reactions produce excess heat in independently replicated experiments.
paranormal_claims__85,paranormal_claims,Fringe Science,The Great Pyramid of Giza was built using construction techniques involving the manipulation of gravitational or acoustic forces not recognized by modern physics.
paranormal_claims__87,paranormal_claims,Fringe Science,Zero-point energy can be extracted from the quantum vacuum in usable quantities sufficient to power a macroscopic device.
paranormal_claims__89,paranormal_claims,Fringe Science,"The Earth is expanding in volume over geological time, and this expansion rather than subduction is the primary driver of continental drift."
paranormal_claims__9,paranormal_claims,Extrasensory Perception,"The positive effect sizes observed in meta-analyses of ESP research cannot be fully explained by publication bias, p-hacking, or methodological flaws."
paranormal_claims__91,paranormal_claims,Anomalous Claims,The Bermuda Triangle has a statistically higher rate of unexplained ship and aircraft disappearances than comparable ocean regions after controlling for traffic volume.
paranormal_claims__93,paranormal_claims,Anomalous Claims,"Some poltergeist phenomena involve physical disturbances that cannot be explained by fraud, unconscious motor activity, or known physical causes."
paranormal_claims__95,paranormal_claims,Anomalous Claims,Dowsers can locate underground water sources at rates significantly above chance in blinded field trials.
paranormal_claims__97,paranormal_claims,Anomalous Claims,At least one archaeological artifact exists that demonstrably could not have been produced with the technology available to the culture and time period to which it is attributed.
paranormal_claims__99,paranormal_claims,Anomalous Claims,Precognitive dreams that accurately depict specific future events before they occur happen at rates significantly exceeding chance coincidence.
politically_polarizing__1,politically_polarizing,Climate,Global greenhouse gas emissions in 2035 will be at least 10% lower than their 2025 levels.
politically_polarizing__11,politically_polarizing,Immigration,Undocumented immigrants in the US are arrested for violent crimes at rates more than 20% lower than native-born citizens.
politically_polarizing__13,politically_polarizing,Immigration,Undocumented immigrants in the US pay more in taxes annually than they receive in government benefits.
politically_polarizing__15,politically_polarizing,Immigration,Sanctuary city policies increase violent crime rates by more than 5% compared to otherwise similar non-sanctuary cities.
politically_polarizing__17,politically_polarizing,Immigration,Refugees admitted to the US have higher employment rates than native-born Americans within 10 years of arrival.
politically_polarizing__19,politically_polarizing,Immigration,Implementing a policy requiring asylum seekers at the US southern border to wait in Mexico while their claims are processed would reduce illegal border crossings by more than 30%.
politically_polarizing__21,politically_polarizing,Guns,US states in the top quartile of gun control strictness have gun death rates more than 30% lower than states in the bottom quartile.
politically_polarizing__23,politically_polarizing,Guns,"Defensive gun uses (brandishing or firing to prevent a crime) occur more than 500,000 times annually in the US."
politically_polarizing__25,politically_polarizing,Guns,US concealed carry permit holders are convicted of crimes at rates more than 80% lower than the general adult population.
politically_polarizing__27,politically_polarizing,Guns,US schools with armed personnel experience fewer casualties per active shooting incident than schools without armed personnel.
politically_polarizing__29,politically_polarizing,Guns,US states requiring universal background checks for all firearm sales have age-adjusted firearm homicide rates at least 10% lower than states without such requirements.
politically_polarizing__3,politically_polarizing,Climate,Unmitigated climate change will reduce global GDP by more than 10% by 2100 compared to a scenario with temperatures held constant.
politically_polarizing__31,politically_polarizing,Race,Black Americans are killed by police at a rate more than 2.5 times higher per capita than white Americans.
politically_polarizing__33,politically_polarizing,Race,Race-conscious college admissions increase Black student graduation rates by more than 5 percentage points.
politically_polarizing__35,politically_polarizing,Race,"Black home buyers are, on average, quoted higher mortgage interest rates than white buyers with equivalent credit scores and down payments."
politically_polarizing__37,politically_polarizing,Race,Diversity training programs reduce measured discriminatory behavior in corporate employment decisions by more than 10%.
politically_polarizing__39,politically_polarizing,Race,The Black-white gap in standardized test scores would shrink by more than 50% if Black and white students attended equally-funded schools.
politically_polarizing__41,politically_polarizing,Gender,"After controlling for occupation, hours, experience, and industry, women earn more than 5% less than men for equivalent work."
politically_polarizing__43,politically_polarizing,Gender,Transgender women who transition after male puberty retain a greater than 10% physical performance advantage over cisgender women in competitive athletics.
politically_polarizing__45,politically_polarizing,Gender,National paid family leave policies increase women's overall labor force participation rates by more than 5 percentage points.
politically_polarizing__47,politically_polarizing,Gender,Public companies that implement gender quotas for their boards (>30% women) subsequently show higher returns on equity than comparable companies without quotas.
politically_polarizing__49,politically_polarizing,Gender,"Blind evaluations (e.g., removing names from resumes) in hiring processes for male-dominated industries increase the proportion of women hired by more than 10%."
politically_polarizing__5,politically_polarizing,Climate,Achieving net-zero emissions by 2050 will cost more than 5% of global GDP cumulatively.
politically_polarizing__51,politically_polarizing,Elections,"More than 10,000 fraudulent votes were cast in the 2020 US presidential election."
politically_polarizing__53,politically_polarizing,Elections,"In a peer-reviewed randomized controlled trial published before 2030, an interactive frontier AI model will be shown to be more effective than human canvassers at shifting voter preferences."
politically_polarizing__55,politically_polarizing,Elections,Russian social media operations shifted the vote margin by more than 0.5 percentage points in at least one swing state in the 2016 US presidential election.
politically_polarizing__57,politically_polarizing,Elections,"AI-generated deepfakes will be widely credited by major news organizations with altering the outcome of a US congressional, senatorial, or gubernatorial race before 2030."
politically_polarizing__59,politically_polarizing,Elections,A US presidential candidate will win the Electoral College despite losing the national popular vote in at least one election between 2028 and 2040.
politically_polarizing__61,politically_polarizing,Economics,Increasing the US federal minimum wage to $20 per hour by 2030 would reduce employment among affected workers by more than 5%.
politically_polarizing__63,politically_polarizing,Economics,Implementing a single-payer healthcare system in the US would reduce total national healthcare spending as a percentage of GDP while maintaining or improving average life expectancy.
politically_polarizing__65,politically_polarizing,Economics,"Implementing a Universal Basic Income of $1,000 per month (adjusted for inflation) for all US adults would reduce the prime-age labor force participation rate by more than 3 percentage points."
politically_polarizing__67,politically_polarizing,Economics,Implementing a universal 10% tariff on all US imports would reduce real US GDP by more than 1% within three years.
politically_polarizing__69,politically_polarizing,Economics,Raising the US federal corporate tax rate from 21% to 28% would reduce domestic corporate investment by more than 5% within five years.
politically_polarizing__7,politically_polarizing,Climate,Achieving net-zero emissions by 2050 without nuclear power would cost more than 50% more than achieving it with nuclear power.
politically_polarizing__71,politically_polarizing,COVID,COVID-19 lockdowns in spring 2020 reduced deaths by more than 50% compared to a no-lockdown counterfactual.
politically_polarizing__73,politically_polarizing,COVID,"COVID-19 vaccines prevented more than 500,000 deaths in the US through December 2022."
politically_polarizing__75,politically_polarizing,COVID,Prior COVID-19 infection provides more than 80% as much protection against symptomatic reinfection as a primary mRNA vaccine series for at least 6 months.
politically_polarizing__77,politically_polarizing,COVID,SARS-CoV-2 more likely originated from a lab incident at the Wuhan Institute of Virology than from natural zoonotic spillover.
politically_polarizing__79,politically_polarizing,COVID,Excess all-cause mortality in the US during 2020-2022 exceeded official COVID-19 death counts by more than 15%.
politically_polarizing__81,politically_polarizing,Criminal Justice,Increased incarceration between 1980 and 2010 accounts for more than 20% of the decline in US violent crime during that period.
politically_polarizing__83,politically_polarizing,Criminal Justice,Eliminating cash bail increases pretrial failure-to-appear rates by more than 10 percentage points.
politically_polarizing__85,politically_polarizing,Criminal Justice,US states that legalize recreational marijuana see a reduction in opioid overdose deaths of more than 10% within three years.
politically_polarizing__87,politically_polarizing,Criminal Justice,Portugal's 2001 drug decriminalization policy reduced long-term drug overdose deaths by more than 25% compared to its pre-decriminalization baseline.
politically_polarizing__89,politically_polarizing,Criminal Justice,US cities that cut police budgets by more than 10% in 2020-2021 experienced violent crime increases more than 10% above the national trend.
politically_polarizing__9,politically_polarizing,Climate,Battery electric vehicles will account for more than 50% of new passenger vehicle sales globally in 2035.
politically_polarizing__91,politically_polarizing,Media and Institutions,"At the top 50 US universities, registered Democrats outnumber registered Republicans among faculty members by a ratio of more than 5 to 1."
politically_polarizing__93,politically_polarizing,Media and Institutions,"By 2030, more than half of US adults will report getting the majority of their daily news from AI-generated summaries rather than original news articles or broadcasts."
politically_polarizing__95,politically_polarizing,Media and Institutions,"By 2028, the average daily audience of the top three independent political podcasts or video streams will exceed the combined primetime viewership of the three largest US cable news networks."
politically_polarizing__97,politically_polarizing,Media and Institutions,Comprehensive academic studies will confirm that legacy US mainstream media outlets use significantly more negative language when covering conservative politicians compared to liberal politicians.
politically_polarizing__99,politically_polarizing,Media and Institutions,Independent audits will demonstrate that the recommendation algorithms of major social media platforms systematically amplify politically polarizing content over moderate content to maximize user engagement.
